variant,league,date,game,mapBucket,mapAdjustment,actual,line,basePrediction,adjustedPrediction,edge,evOver,evUnder,decisionSide,decisionReason,actualSide,correct,profit,draftDelta
map-50pct,LPL,2026-02-10,Oh My God vs EDward Gaming,BO5 G3,0.13,25,30.5,30.85,30.98,0.48,-0.0579,-0.1421,,EV baixo,under,,0,0
map-50pct,LPL,2026-02-10,EDward Gaming vs Oh My God,BO5 G4,-0.38,36,30.5,30.31,29.94,-0.56,-0.1497,-0.0503,,EV baixo,over,,0,0.09
map-50pct,LPL,2026-02-11,Oh My God vs Invictus Gaming,unknown,0,33,28.5,28.59,28.59,0.09,-0.092,-0.108,,EV baixo,over,,0,-0.3
map-50pct,LPL,2026-02-11,Invictus Gaming vs Oh My God,unknown,0,18,28.5,28.51,28.51,0.01,-0.0991,-0.1009,,EV baixo,under,,0,-0.37
map-50pct,LPL,2026-02-11,Invictus Gaming vs Oh My God,unknown,0,40,27.5,27.41,27.41,-0.09,-0.108,-0.092,,EV baixo,over,,0,0.14
map-50pct,LPL,2026-02-11,LNG Esports vs Team WE,BO5 G1,0,38,29.5,29.06,29.06,-0.44,-0.1389,-0.0611,,EV baixo,over,,0,-0.21
map-50pct,LPL,2026-02-11,Team WE vs LNG Esports,BO5 G2,0.5,41,29.5,29.8,30.3,0.8,-0.0297,-0.1703,,EV baixo,over,,0,-0.19
map-50pct,LPL,2026-02-11,Team WE vs LNG Esports,BO5 G3,0.13,38,31.5,30.77,30.89,-0.61,-0.1536,-0.0464,,EV baixo,over,,0,-0.61
map-50pct,LPL,2026-02-11,LNG Esports vs Team WE,BO5 G4,-0.38,50,33.5,33.58,33.2,-0.3,-0.1265,-0.0735,,EV baixo,over,,0,-0.06
map-50pct,LPL,2026-02-24,Top Esports vs JD Gaming,BO5 G1,0,33,34.5,33.65,33.65,-0.85,-0.1754,-0.0246,,EV baixo,under,,0,-1.08
map-50pct,LPL,2026-02-24,Top Esports vs JD Gaming,BO5 G2,0.5,22,35.5,34.41,34.91,-0.59,-0.1523,-0.0477,,EV baixo,under,,0,-0.73
map-50pct,LPL,2026-02-24,JD Gaming vs Top Esports,BO5 G3,0.13,32,34.5,34.19,34.31,-0.19,-0.1167,-0.0833,,EV baixo,under,,0,-0.28
map-50pct,LPL,2026-02-24,JD Gaming vs Top Esports,BO5 G4,-0.38,35,33.5,32.87,32.5,-1,-0.1884,-0.0116,,EV baixo,over,,0,-0.47
map-50pct,LPL,2026-02-24,JD Gaming vs Top Esports,BO5 G5,-0.63,31,34.5,34.25,33.63,-0.87,-0.1771,-0.0229,,EV baixo,under,,0,0.03
map-50pct,LPL,2026-02-24,Team WE vs Anyone s Legend,unknown,0,32,35.5,35.45,35.45,-0.05,-0.1048,-0.0952,,EV baixo,under,,0,-0.29
map-50pct,LPL,2026-02-24,Anyone s Legend vs Team WE,unknown,0,21,34.5,34.32,34.32,-0.18,-0.1157,-0.0843,,EV baixo,under,,0,-0.34
map-50pct,LPL,2026-02-24,Anyone s Legend vs Team WE,unknown,0,33,33.5,33.76,33.76,0.26,-0.0768,-0.1232,,EV baixo,under,,0,-0.07
map-50pct,LPL,2026-02-25,Invictus Gaming vs Weibo Gaming,unknown,0,56,33.5,32.98,32.98,-0.52,-0.1462,-0.0538,,EV baixo,over,,0,-0.43
map-50pct,LPL,2026-02-25,Weibo Gaming vs Invictus Gaming,unknown,0,32,35.5,34.46,34.46,-1.04,-0.1915,-0.0085,,EV baixo,under,,0,-1.32
map-50pct,LPL,2026-02-25,Weibo Gaming vs Invictus Gaming,unknown,0,25,36.5,35.11,35.11,-1.39,-0.2222,0.0222,,EV baixo,under,,0,-0.93
map-50pct,LPL,2026-02-25,Bilibili Gaming vs Ninjas in Pyjamas,unknown,0,26,32.5,33,33,0.5,-0.0557,-0.1443,,EV baixo,under,,0,0.07
map-50pct,LPL,2026-02-25,Bilibili Gaming vs Ninjas in Pyjamas,unknown,0,36,31.5,30.74,30.74,-0.76,-0.167,-0.033,,EV baixo,over,,0,-0.88
map-50pct,LPL,2026-02-25,Bilibili Gaming vs Ninjas in Pyjamas,unknown,0,42,31.5,31.5,31.5,0,-0.0997,-0.1003,,EV baixo,over,,0,-0.48
map-50pct,LPL,2026-02-26,Anyone s Legend vs JD Gaming,BO5 G1,0,17,32.5,32.1,32.1,-0.4,-0.1351,-0.0649,,EV baixo,under,,0,-0.67
map-50pct,LPL,2026-02-26,Anyone s Legend vs JD Gaming,BO5 G2,0.5,30,30.5,30.25,30.75,0.25,-0.0781,-0.1219,,EV baixo,under,,0,-0.12
map-50pct,LPL,2026-02-26,JD Gaming vs Anyone s Legend,BO5 G3,0.13,16,30.5,29.82,29.94,-0.56,-0.1492,-0.0508,,EV baixo,under,,0,-0.58
map-50pct,LPL,2026-02-26,JD Gaming vs Anyone s Legend,BO5 G4,-0.38,27,29.5,30.06,29.68,0.18,-0.0837,-0.1163,,EV baixo,under,,0,0.6
map-50pct,LPL,2026-02-26,Anyone s Legend vs JD Gaming,BO5 G5,-0.63,18,29.5,29.26,28.64,-0.86,-0.1761,-0.0239,,EV baixo,under,,0,0.04
map-50pct,LPL,2026-02-27,Bilibili Gaming vs Weibo Gaming,unknown,0,32,30.5,31.13,31.13,0.63,-0.0443,-0.1557,,EV baixo,over,,0,0.24
map-50pct,LPL,2026-02-27,Bilibili Gaming vs Weibo Gaming,unknown,0,34,31.5,31.45,31.45,-0.05,-0.1042,-0.0958,,EV baixo,over,,0,0.32
map-50pct,LPL,2026-02-27,Bilibili Gaming vs Weibo Gaming,unknown,0,23,31.5,31.55,31.55,0.05,-0.0958,-0.1042,,EV baixo,under,,0,0.12
map-50pct,LPL,2026-02-28,Team WE vs Top Esports,unknown,0,32,31.5,32.36,32.36,0.86,-0.0237,-0.1763,,EV baixo,over,,0,0.91
map-50pct,LPL,2026-02-28,Team WE vs Top Esports,unknown,0,35,31.5,31.96,31.96,0.46,-0.0594,-0.1406,,EV baixo,over,,0,0.51
map-50pct,LPL,2026-02-28,Team WE vs Top Esports,unknown,0,36,30.5,30.17,30.17,-0.33,-0.1292,-0.0708,,EV baixo,over,,0,-0.41
map-50pct,LPL,2026-03-01,Invictus Gaming vs Ninjas in Pyjamas,BO5 G1,0,25,29.5,29.84,29.84,0.34,-0.0698,-0.1302,,EV baixo,under,,0,0.23
map-50pct,LPL,2026-03-01,Invictus Gaming vs Ninjas in Pyjamas,BO5 G2,0.5,32,29.5,29.35,29.85,0.35,-0.0687,-0.1313,,EV baixo,over,,0,0.05
map-50pct,LPL,2026-03-01,Invictus Gaming vs Ninjas in Pyjamas,BO5 G3,0.13,34,29.5,29.84,29.96,0.46,-0.0592,-0.1408,,EV baixo,over,,0,0.13
map-50pct,LPL,2026-03-01,Invictus Gaming vs Ninjas in Pyjamas,BO5 G4,-0.38,27,29.5,29.5,29.13,-0.37,-0.1329,-0.0671,,EV baixo,under,,0,-0.27
map-50pct,LPL,2026-03-02,Weibo Gaming vs Top Esports,BO5 G1,0,34,30.5,30.64,30.64,0.14,-0.0877,-0.1123,,EV baixo,over,,0,0.39
map-50pct,LPL,2026-03-02,Weibo Gaming vs Top Esports,BO5 G2,0.5,32,31.5,30.52,31.02,-0.48,-0.1424,-0.0576,,EV baixo,over,,0,-0.7
map-50pct,LPL,2026-03-02,Weibo Gaming vs Top Esports,BO5 G3,0.13,26,31.5,30.73,30.86,-0.64,-0.1566,-0.0434,,EV baixo,under,,0,-0.36
map-50pct,LPL,2026-03-02,Weibo Gaming vs Top Esports,BO5 G4,-0.38,37,31.5,31.47,31.09,-0.41,-0.1361,-0.0639,,EV baixo,over,,0,0.22
map-50pct,LPL,2026-03-02,Weibo Gaming vs Top Esports,BO5 G5,-0.63,37,32.5,31.95,31.33,-1.17,-0.2032,0.0032,,EV baixo,over,,0,-0.1
map-50pct,LPL,2026-03-03,Invictus Gaming vs Anyone s Legend,BO5 G1,0,30,30.5,30.12,30.12,-0.38,-0.1338,-0.0662,,EV baixo,under,,0,-0.64
map-50pct,LPL,2026-03-03,Anyone s Legend vs Invictus Gaming,BO5 G2,0.5,31,30.5,30.38,30.88,0.38,-0.0662,-0.1338,,EV baixo,over,,0,-0.25
map-50pct,LPL,2026-03-03,Invictus Gaming vs Anyone s Legend,BO5 G3,0.13,13,30.5,30.35,30.47,-0.03,-0.1023,-0.0977,,EV baixo,under,,0,-0.16
map-50pct,LPL,2026-03-03,Anyone s Legend vs Invictus Gaming,BO5 G4,-0.38,20,29.5,29.82,29.45,-0.05,-0.1046,-0.0954,,EV baixo,under,,0,0.24
map-50pct,LPL,2026-03-04,JD Gaming vs Bilibili Gaming,BO5 G1,0,24,29.5,29.85,29.85,0.35,-0.0694,-0.1306,,EV baixo,under,,0,0.52
map-50pct,LPL,2026-03-04,JD Gaming vs Bilibili Gaming,BO5 G2,0.5,28,28.5,28.99,29.49,0.99,-0.013,-0.187,,EV baixo,under,,0,0.48
map-50pct,LPL,2026-03-04,Bilibili Gaming vs JD Gaming,BO5 G3,0.13,32,27.5,28.38,28.51,1.01,-0.011,-0.189,,EV baixo,over,,0,0.6
map-50pct,LPL,2026-03-04,JD Gaming vs Bilibili Gaming,BO5 G4,-0.38,21,28.5,29.31,28.94,0.44,-0.0613,-0.1387,,EV baixo,under,,0,0.53
map-50pct,LPL,2026-03-04,Bilibili Gaming vs JD Gaming,BO5 G5,-0.63,18,27.5,28.22,27.6,0.1,-0.0916,-0.1084,,EV baixo,under,,0,0.32
map-50pct,LPL,2026-03-05,Anyone s Legend vs Weibo Gaming,BO5 G1,0,32,27.5,29.79,29.79,2.29,0.0999,-0.2999,over,EV + edge,over,true,0.8,1.94
map-50pct,LPL,2026-03-05,Weibo Gaming vs Anyone s Legend,BO5 G2,0.5,32,28.5,28.77,29.27,0.77,-0.0322,-0.1678,,EV baixo,over,,0,0.66
map-50pct,LPL,2026-03-05,Weibo Gaming vs Anyone s Legend,BO5 G3,0.13,21,28.5,28.83,28.96,0.46,-0.0594,-0.1406,,EV baixo,under,,0,0.27
map-50pct,LPL,2026-03-05,Anyone s Legend vs Weibo Gaming,BO5 G4,-0.38,24,27.5,27.84,27.46,-0.04,-0.1032,-0.0968,,EV baixo,under,,0,0.32
map-50pct,LPL,2026-03-07,JD Gaming vs Weibo Gaming,unknown,0,17,27.5,28.95,28.95,1.45,0.0277,-0.2277,,EV baixo,under,,0,1.64
map-50pct,LPL,2026-03-07,JD Gaming vs Weibo Gaming,unknown,0,20,25.5,26.54,26.54,1.04,-0.0079,-0.1921,,EV baixo,under,,0,1.11
map-50pct,LPL,2026-03-07,JD Gaming vs Weibo Gaming,unknown,0,27,23.5,25.3,25.3,1.8,0.058,-0.258,over,EV + edge,over,true,0.8,1.43
map-50pct,LPL,2026-03-08,Bilibili Gaming vs JD Gaming,BO5 G1,0,29,23.5,25.44,25.44,1.94,0.0699,-0.2699,over,EV + edge,over,true,0.8,1.87
map-50pct,LPL,2026-03-08,Bilibili Gaming vs JD Gaming,BO5 G2,0.5,37,23.5,25.43,25.93,2.43,0.1117,-0.3117,over,EV + edge,over,true,0.8,1.65
map-50pct,LPL,2026-03-08,Bilibili Gaming vs JD Gaming,BO5 G3,0.13,21,26.5,27.35,27.47,0.97,-0.0143,-0.1857,,EV baixo,under,,0,1.03
map-50pct,LPL,2026-03-08,JD Gaming vs Bilibili Gaming,BO5 G4,-0.38,23,26.5,25.89,25.52,-0.98,-0.1869,-0.0131,,EV baixo,under,,0,-0.12
map-50pct,LPL,2026-04-04,Invictus Gaming vs Top Esports,BO3 G1,-0.13,26,27.5,29.56,29.43,1.93,0.0694,-0.2694,over,EV + edge,under,false,-1,2.27
map-50pct,LPL,2026-04-04,Invictus Gaming vs Top Esports,BO3 G2,0.25,27,26.5,27.77,28.02,1.52,0.0339,-0.2339,,EV baixo,over,,0,1.36
map-50pct,LPL,2026-04-04,Anyone s Legend vs Weibo Gaming,BO3 G1,-0.13,22,25.5,26.8,26.67,1.17,0.0034,-0.2034,,EV baixo,under,,0,1.78
map-50pct,LPL,2026-04-04,Anyone s Legend vs Weibo Gaming,BO3 G2,0.25,24,24.5,25.91,26.16,1.66,0.046,-0.246,,EV baixo,under,,0,1.39
map-50pct,LPL,2026-04-04,Team WE vs Ninjas in Pyjamas,BO3 G1,-0.13,21,26.5,28.8,28.68,2.18,0.0901,-0.2901,over,EV + edge,under,false,-1,2.18
map-50pct,LPL,2026-04-04,Ninjas in Pyjamas vs Team WE,BO3 G2,0.25,28,24.5,26.9,27.15,2.65,0.13,-0.33,over,EV + edge,over,true,0.8,1.92
map-50pct,LPL,2026-04-05,JD Gaming vs Bilibili Gaming,BO3 G1,-0.13,26,23.5,25.45,25.32,1.82,0.0597,-0.2597,over,EV + edge,over,true,0.8,2.05
map-50pct,LPL,2026-04-05,Bilibili Gaming vs JD Gaming,BO3 G2,0.25,21,23.5,24.42,24.67,1.17,0.003,-0.203,,EV baixo,under,,0,0.97
map-50pct,LPL,2026-04-05,JD Gaming vs Bilibili Gaming,BO3 G3,-0.5,39,22.5,23.84,23.34,0.84,-0.0254,-0.1746,,EV baixo,over,,0,0.85
map-50pct,LPL,2026-04-05,Top Esports vs Anyone s Legend,BO3 G1,-0.13,32,25.5,27.89,27.76,2.26,0.0976,-0.2976,over,EV + edge,over,true,0.8,2.33
map-50pct,LPL,2026-04-05,Top Esports vs Anyone s Legend,BO3 G2,0.25,26,26.5,26.96,27.21,0.71,-0.037,-0.163,,EV baixo,under,,0,0.8
map-50pct,LPL,2026-04-08,Invictus Gaming vs Ninjas in Pyjamas,BO3 G1,-0.13,24,25.5,27.78,27.66,2.16,0.0885,-0.2885,over,EV + edge,under,false,-1,2.02
map-50pct,LPL,2026-04-08,Ninjas in Pyjamas vs Invictus Gaming,BO3 G2,0.25,14,24.5,25.97,26.22,1.72,0.0509,-0.2509,over,EV + edge,under,false,-1,1.19
map-50pct,LPL,2026-04-08,Invictus Gaming vs Ninjas in Pyjamas,BO3 G3,-0.5,35,23.5,24.55,24.05,0.55,-0.051,-0.149,,EV baixo,over,,0,1.2
map-50pct,LPL,2026-04-08,Top Esports vs Team WE,BO3 G1,-0.13,45,26.5,27.5,27.38,0.88,-0.0225,-0.1775,,EV baixo,over,,0,0.89
map-50pct,LPL,2026-04-08,Top Esports vs Team WE,BO3 G2,0.25,22,28.5,29.35,29.6,1.1,-0.0027,-0.1973,,EV baixo,under,,0,0.9
map-50pct,LPL,2026-04-09,Weibo Gaming vs Ninjas in Pyjamas,BO3 G1,-0.13,39,25.5,26.04,25.91,0.41,-0.0636,-0.1364,,EV baixo,over,,0,0.5
map-50pct,LPL,2026-04-09,Weibo Gaming vs Ninjas in Pyjamas,BO3 G2,0.25,28,26.5,27.95,28.2,1.7,0.0496,-0.2496,,EV baixo,over,,0,1.35
map-50pct,LPL,2026-04-09,Ninjas in Pyjamas vs Weibo Gaming,BO3 G3,-0.5,22,26.5,27.12,26.62,0.12,-0.0898,-0.1102,,EV baixo,under,,0,0.2
map-50pct,LPL,2026-04-09,Team WE vs Bilibili Gaming,BO3 G1,-0.13,34,27.5,28.63,28.5,1,-0.0117,-0.1883,,EV baixo,over,,0,0.96
map-50pct,LPL,2026-04-09,Bilibili Gaming vs Team WE,BO3 G2,0.25,30,28.5,29.2,29.45,0.95,-0.0159,-0.1841,,EV baixo,over,,0,0.83
map-50pct,LPL,2026-04-10,LNG Esports vs EDward Gaming,BO3 G1,-0.13,16,28.5,29.74,29.62,1.12,-0.0013,-0.1987,,EV baixo,under,,0,0.89
map-50pct,LPL,2026-04-10,LNG Esports vs EDward Gaming,BO3 G2,0.25,24,27.5,28.25,28.5,1,-0.0116,-0.1884,,EV baixo,under,,0,0.79
map-50pct,LPL,2026-04-10,EDward Gaming vs LNG Esports,BO3 G3,-0.5,20,27.5,27.82,27.32,-0.18,-0.1163,-0.0837,,EV baixo,under,,0,0.62
map-50pct,LPL,2026-04-10,JD Gaming vs Anyone s Legend,BO3 G1,-0.13,19,24.5,26.39,26.26,1.76,0.0547,-0.2547,over,EV + edge,under,false,-1,1.69
map-50pct,LPL,2026-04-10,Anyone s Legend vs JD Gaming,BO3 G2,0.25,25,23.5,25.39,25.64,2.14,0.0868,-0.2868,over,EV + edge,over,true,0.8,1.39
map-50pct,LPL,2026-04-11,Invictus Gaming vs Team WE,BO3 G1,-0.13,33,26.5,27.53,27.41,0.91,-0.0197,-0.1803,,EV baixo,over,,0,1.53
map-50pct,LPL,2026-04-11,Invictus Gaming vs Team WE,BO3 G2,0.25,24,26.5,27.61,27.86,1.36,0.0193,-0.2193,,EV baixo,under,,0,1.03
map-50pct,LPL,2026-04-11,JD Gaming vs Top Esports,BO3 G1,-0.13,31,26.5,27.32,27.2,0.7,-0.0384,-0.1616,,EV baixo,over,,0,1.32
map-50pct,LPL,2026-04-11,JD Gaming vs Top Esports,BO3 G2,0.25,28,26.5,26.63,26.88,0.38,-0.0663,-0.1337,,EV baixo,over,,0,0.39
map-50pct,LPL,2026-04-12,Oh My God vs LGD Gaming,BO3 G1,-0.13,17,25.5,26.79,26.66,1.16,0.0025,-0.2025,,EV baixo,under,,0,1.24
map-50pct,LPL,2026-04-12,Oh My God vs LGD Gaming,BO3 G2,0.25,20,24.5,25.43,25.68,1.18,0.0036,-0.2036,,EV baixo,under,,0,0.9
map-50pct,LPL,2026-04-12,LGD Gaming vs Oh My God,BO3 G3,-0.5,18,23.5,24.84,24.34,0.84,-0.0255,-0.1745,,EV baixo,under,,0,1.76
map-50pct,LPL,2026-04-12,Weibo Gaming vs Bilibili Gaming,BO3 G1,-0.13,41,23.5,25.85,25.72,2.22,0.094,-0.294,over,EV + edge,over,true,0.8,2.25
map-50pct,LPL,2026-04-12,Bilibili Gaming vs Weibo Gaming,BO3 G2,0.25,35,25.5,26.58,26.83,1.33,0.0174,-0.2174,,EV baixo,over,,0,1.25
map-50pct,LPL,2026-04-15,Ultra Prime vs ThunderTalk Gaming,BO3 G1,-0.13,28,25.5,25.85,25.72,0.22,-0.0802,-0.1198,,EV baixo,over,,0,0.83
map-50pct,LPL,2026-04-15,ThunderTalk Gaming vs Ultra Prime,BO3 G2,0.25,30,25.5,25.7,25.95,0.45,-0.0604,-0.1396,,EV baixo,over,,0,0.65
map-50pct,LPL,2026-04-15,Invictus Gaming vs Weibo Gaming,BO3 G1,-0.13,27,26.5,27.14,27.01,0.51,-0.0548,-0.1452,,EV baixo,over,,0,0.71
map-50pct,LPL,2026-04-15,Invictus Gaming vs Weibo Gaming,BO3 G2,0.25,43,26.5,27.73,27.98,1.48,0.0301,-0.2301,,EV baixo,over,,0,1.27
map-50pct,LPL,2026-04-15,Invictus Gaming vs Weibo Gaming,BO3 G3,-0.5,28,28.5,28.51,28.01,-0.49,-0.1436,-0.0564,,EV baixo,under,,0,0.14
map-50pct,LPL,2026-04-16,Team WE vs Anyone s Legend,BO3 G1,-0.13,31,27.5,29.12,29,1.5,0.0315,-0.2315,,EV baixo,over,,0,1.12
map-50pct,LPL,2026-04-16,Anyone s Legend vs Team WE,BO3 G2,0.25,26,28.5,28.87,29.12,0.62,-0.0454,-0.1546,,EV baixo,under,,0,0.18
map-50pct,LPL,2026-04-16,Top Esports vs Bilibili Gaming,BO3 G1,-0.13,35,29.5,30.2,30.07,0.57,-0.0496,-0.1504,,EV baixo,over,,0,1.01
map-50pct,LPL,2026-04-16,Top Esports vs Bilibili Gaming,BO3 G2,0.25,36,30.5,30.06,30.31,-0.19,-0.117,-0.083,,EV baixo,over,,0,0.01
map-50pct,LPL,2026-04-17,Oh My God vs ThunderTalk Gaming,BO3 G1,-0.13,17,28.5,28.83,28.7,0.2,-0.082,-0.118,,EV baixo,under,,0,0.03
map-50pct,LPL,2026-04-17,ThunderTalk Gaming vs Oh My God,BO3 G2,0.25,26,27.5,27.99,28.24,0.74,-0.0351,-0.1649,,EV baixo,under,,0,0.41
map-50pct,LPL,2026-04-17,ThunderTalk Gaming vs Oh My God,BO3 G3,-0.5,24,27.5,28.16,27.66,0.16,-0.0856,-0.1144,,EV baixo,under,,0,0.28
map-50pct,LPL,2026-04-17,Ninjas in Pyjamas vs JD Gaming,BO3 G1,-0.13,33,27.5,28.71,28.59,1.09,-0.0041,-0.1959,,EV baixo,over,,0,0.88
map-50pct,LPL,2026-04-17,Ninjas in Pyjamas vs JD Gaming,BO3 G2,0.25,28,28.5,28.35,28.6,0.1,-0.0915,-0.1085,,EV baixo,under,,0,-0.28
map-50pct,LPL,2026-04-18,Invictus Gaming vs Bilibili Gaming,BO3 G1,-0.13,25,29.5,29.16,29.03,-0.47,-0.1413,-0.0587,,EV baixo,under,,0,-0.02
map-50pct,LPL,2026-04-18,Invictus Gaming vs Bilibili Gaming,BO3 G2,0.25,42,28.5,28.79,29.04,0.54,-0.0525,-0.1475,,EV baixo,over,,0,0.24
map-50pct,LPL,2026-04-18,Invictus Gaming vs Bilibili Gaming,BO3 G3,-0.5,26,29.5,29.81,29.31,-0.19,-0.1164,-0.0836,,EV baixo,under,,0,0
map-50pct,LPL,2026-04-18,Weibo Gaming vs JD Gaming,BO3 G1,-0.13,23,28.5,28.67,28.54,0.04,-0.0961,-0.1039,,EV baixo,under,,0,0.11
map-50pct,LPL,2026-04-18,Weibo Gaming vs JD Gaming,BO3 G2,0.25,30,28.5,28.09,28.34,-0.16,-0.1139,-0.0861,,EV baixo,over,,0,0.06
map-50pct,LPL,2026-04-18,JD Gaming vs Weibo Gaming,BO3 G3,-0.5,22,27.5,28.05,27.55,0.05,-0.0952,-0.1048,,EV baixo,under,,0,0.11
map-50pct,LPL,2026-04-19,Invictus Gaming vs Top Esports,BO3 G1,-0.13,31,28.5,29.11,28.98,0.48,-0.0575,-0.1425,,EV baixo,over,,0,0.5
map-50pct,LPL,2026-04-19,Invictus Gaming vs Top Esports,BO3 G2,0.25,30,28.5,28.74,28.99,0.49,-0.0564,-0.1436,,EV baixo,over,,0,0.07
map-50pct,LPL,2026-04-19,Bilibili Gaming vs Anyone s Legend,BO3 G1,-0.13,15,28.5,28.49,28.36,-0.14,-0.1119,-0.0881,,EV baixo,under,,0,0.43
map-50pct,LPL,2026-04-19,Anyone s Legend vs Bilibili Gaming,BO3 G2,0.25,36,26.5,26.6,26.85,0.35,-0.0691,-0.1309,,EV baixo,over,,0,-0.04
map-50pct,LPL,2026-04-22,Weibo Gaming vs Team WE,BO3 G1,-0.13,25,27.5,27.72,27.6,0.1,-0.0912,-0.1088,,EV baixo,under,,0,-0.13
map-50pct,LPL,2026-04-22,Weibo Gaming vs Team WE,BO3 G2,0.25,22,28.5,28.06,28.31,-0.19,-0.1166,-0.0834,,EV baixo,under,,0,-0.07
map-50pct,LPL,2026-04-22,Ninjas in Pyjamas vs Anyone s Legend,BO3 G1,-0.13,36,26.5,28.35,28.22,1.72,0.0514,-0.2514,over,EV + edge,over,true,0.8,1.53
map-50pct,LPL,2026-04-22,Anyone s Legend vs Ninjas in Pyjamas,BO3 G2,0.25,23,27.5,28.04,28.29,0.79,-0.0306,-0.1694,,EV baixo,under,,0,0.19
map-50pct,LPL,2026-04-23,LGD Gaming vs EDward Gaming,BO3 G1,-0.13,20,26.5,27.93,27.81,1.31,0.0153,-0.2153,,EV baixo,under,,0,1.35
map-50pct,LPL,2026-04-23,LGD Gaming vs EDward Gaming,BO3 G2,0.25,26,25.5,26.36,26.61,1.11,-0.002,-0.198,,EV baixo,over,,0,0.72
map-50pct,LPL,2026-04-23,Ninjas in Pyjamas vs Bilibili Gaming,BO3 G1,-0.13,47,27.5,29.05,28.93,1.43,0.0254,-0.2254,,EV baixo,over,,0,1.58
map-50pct,LPL,2026-04-23,Ninjas in Pyjamas vs Bilibili Gaming,BO3 G2,0.25,30,28.5,28.6,28.85,0.35,-0.0691,-0.1309,,EV baixo,over,,0,-0.02
map-50pct,LPL,2026-04-24,Oh My God vs LNG Esports,BO3 G1,-0.13,20,27.5,27.67,27.55,0.05,-0.096,-0.104,,EV baixo,under,,0,0.2
map-50pct,LPL,2026-04-24,LNG Esports vs Oh My God,BO3 G2,0.25,15,26.5,26.86,27.11,0.61,-0.046,-0.154,,EV baixo,under,,0,0.02
map-50pct,LPL,2026-04-24,JD Gaming vs Invictus Gaming,BO3 G1,-0.13,30,26.5,27.46,27.33,0.83,-0.0265,-0.1735,,EV baixo,over,,0,1.1
map-50pct,LPL,2026-04-24,JD Gaming vs Invictus Gaming,BO3 G2,0.25,32,26.5,27.62,27.87,1.37,0.0207,-0.2207,,EV baixo,over,,0,0.97
map-50pct,LPL,2026-04-25,Top Esports vs Ninjas in Pyjamas,BO3 G1,-0.13,33,28.5,28.89,28.77,0.27,-0.0762,-0.1238,,EV baixo,over,,0,0.73
map-50pct,LPL,2026-04-25,Top Esports vs Ninjas in Pyjamas,BO3 G2,0.25,31,28.5,28.7,28.95,0.45,-0.0598,-0.1402,,EV baixo,over,,0,0
map-50pct,LPL,2026-04-25,JD Gaming vs Team WE,BO3 G1,-0.13,28,28.5,29.2,29.08,0.58,-0.0489,-0.1511,,EV baixo,under,,0,1.2
map-50pct,LPL,2026-04-25,JD Gaming vs Team WE,BO3 G2,0.25,24,27.5,27.03,27.28,-0.22,-0.1194,-0.0806,,EV baixo,under,,0,-0.46
map-50pct,LPL,2026-04-25,Weibo Gaming vs Anyone s Legend,BO3 G1,-0.13,26,26.5,27.38,27.25,0.75,-0.0337,-0.1663,,EV baixo,under,,0,0.43
map-50pct,LPL,2026-04-25,Anyone s Legend vs Weibo Gaming,BO3 G2,0.25,25,26.5,28.35,28.6,2.1,0.0833,-0.2833,over,EV + edge,under,false,-1,1.46
map-50pct,LPL,2026-04-25,Weibo Gaming vs Anyone s Legend,BO3 G3,-0.5,22,26.5,26.01,25.51,-0.99,-0.1873,-0.0127,,EV baixo,under,,0,-0.34
map-50pct,LPL,2026-04-26,Ultra Prime vs LGD Gaming,BO3 G1,-0.13,40,25.5,26.63,26.51,1.01,-0.0111,-0.1889,,EV baixo,over,,0,0.8
map-50pct,LPL,2026-04-26,Ultra Prime vs LGD Gaming,BO3 G2,0.25,17,27.5,27.87,28.12,0.62,-0.0452,-0.1548,,EV baixo,under,,0,0.26
map-50pct,LPL,2026-04-26,Bilibili Gaming vs Weibo Gaming,BO3 G1,-0.13,26,27.5,28.98,28.85,1.35,0.0192,-0.2192,,EV baixo,under,,0,1.3
map-50pct,LPL,2026-04-26,Weibo Gaming vs Bilibili Gaming,BO3 G2,0.25,36,26.5,27.95,28.2,1.7,0.0492,-0.2492,,EV baixo,over,,0,1.71
map-50pct,LPL,2026-04-28,Invictus Gaming vs Anyone s Legend,BO3 G1,-0.13,15,26.5,26.65,26.53,0.03,-0.0976,-0.1024,,EV baixo,under,,0,-0.02
map-50pct,LPL,2026-04-28,Anyone s Legend vs Invictus Gaming,BO3 G2,0.25,30,25.5,27.3,27.55,2.05,0.0791,-0.2791,over,EV + edge,over,true,0.8,1.67
map-50pct,LPL,2026-04-28,Top Esports vs Weibo Gaming,BO3 G1,-0.13,27,27.5,28.27,28.15,0.65,-0.043,-0.157,,EV baixo,under,,0,0.67
map-50pct,LPL,2026-04-28,Top Esports vs Weibo Gaming,BO3 G2,0.25,36,27.5,28.58,28.83,1.33,0.0168,-0.2168,,EV baixo,over,,0,1.08
map-50pct,LPL,2026-04-29,JD Gaming vs Ninjas in Pyjamas,BO3 G1,-0.13,27,27.5,28.68,28.55,1.05,-0.0074,-0.1926,,EV baixo,under,,0,1.25
map-50pct,LPL,2026-04-29,Ninjas in Pyjamas vs JD Gaming,BO3 G2,0.25,30,26.5,27.42,27.67,1.17,0.003,-0.203,,EV baixo,over,,0,0.46
